Date,Temp_Mean,Temp_Max,Temp_Min,Rainfall_Sum
2010-01-01,18.2,21.4,15.6,0.0
2010-01-02,19.0,22.8,15.7,0.0
2010-01-03,18.2,21.4,16.6,1.4
2010-01-04,18.8,22.2,16.6,0.0
2010-01-05,18.9,23.0,16.5,0.0
2010-01-06,17.8,19.2,16.7,0.0
2010-01-07,18.3,20.9,17.0,0.3
2010-01-08,16.6,17.8,15.2,5.1
2010-01-09,17.5,21.8,14.0,0.0
2010-01-10,18.8,24.0,16.1,0.0
2010-01-11,18.5,22.7,15.8,0.0
2010-01-12,15.2,16.7,13.0,0.0
2010-01-13,15.0,18.6,13.0,0.0
2010-01-14,15.2,19.4,11.5,0.0
2010-01-15,15.9,20.4,11.2,0.0
2010-01-16,17.7,21.9,13.6,0.0
2010-01-17,18.6,22.6,15.1,0.0
2010-01-18,18.9,22.4,16.1,0.1
2010-01-19,20.0,24.5,16.7,0.1
2010-01-20,21.3,26.5,16.8,0.0
2010-01-21,21.8,26.8,18.0,0.0
2010-01-22,19.4,22.7,17.5,0.2
2010-01-23,18.6,22.3,16.6,0.1
2010-01-24,19.8,23.9,17.3,0.0
2010-01-25,19.3,22.5,16.6,2.2
2010-01-26,18.6,21.9,16.2,1.4
2010-01-27,19.8,23.4,16.4,0.0
2010-01-28,20.9,24.9,18.1,0.0
2010-01-29,20.9,25.7,17.7,0.0
2010-01-30,21.3,25.8,17.7,0.0
2010-01-31,21.7,26.5,17.0,0.0
2010-02-01,21.5,26.2,17.4,0.0
2010-02-02,20.8,25.0,18.4,0.0
2010-02-03,20.2,24.7,17.4,0.0
2010-02-04,20.1,24.2,17.7,0.0
2010-02-05,20.4,25.1,17.1,0.0
2010-02-06,20.8,24.5,18.2,0.5
2010-02-07,21.3,25.4,18.7,0.0
2010-02-08,21.7,25.7,17.8,0.0
2010-02-09,23.2,28.3,18.1,0.0
2010-02-10,24.9,29.5,21.1,0.0
2010-02-11,25.4,29.4,22.6,0.0
2010-02-12,19.9,22.7,15.9,5.2
2010-02-13,18.1,20.6,15.8,3.9
2010-02-14,20.3,24.7,17.0,0.5
2010-02-15,19.2,23.4,16.4,4.8
2010-02-16,16.5,19.7,14.9,11.1
2010-02-17,16.1,18.1,14.9,2.6
2010-02-18,15.0,16.4,14.2,4.1
2010-02-19,14.7,15.5,13.6,5.4
2010-02-20,16.5,19.8,14.4,1.6
2010-02-21,18.2,21.9,15.0,0.1
2010-02-22,19.3,23.8,15.2,0.1
2010-02-23,20.5,25.3,16.6,0.0
2010-02-24,22.0,27.8,15.8,0.0
2010-02-25,24.3,27.2,21.8,0.7
2010-02-26,23.9,26.7,22.4,4.5
2010-02-27,23.7,27.0,20.1,0.5
2010-02-28,23.7,27.4,20.6,0.2
2010-03-01,24.2,28.7,19.4,0.0
2010-03-02,24.6,28.4,21.2,0.0
2010-03-03,23.5,27.6,20.0,0.0
2010-03-04,25.3,29.5,21.8,0.0
2010-03-05,25.3,29.5,21.4,0.0
2010-03-06,25.5,29.9,22.0,0.2
2010-03-07,22.7,26.9,19.4,0.1
2010-03-08,21.6,26.4,18.4,0.0
2010-03-09,16.9,19.4,14.3,4.3
2010-03-10,13.7,15.6,11.9,1.2
2010-03-11,17.0,21.2,13.2,0.0
2010-03-12,19.6,23.8,15.6,2.7
2010-03-13,22.1,26.3,18.7,5.8
2010-03-14,24.6,29.0,20.0,0.6
2010-03-15,25.4,28.9,23.0,0.0
2010-03-16,21.9,24.9,19.6,0.1
2010-03-17,21.3,24.9,19.1,0.1
2010-03-18,22.0,26.6,18.7,0.0
2010-03-19,23.0,27.1,19.2,0.0
2010-03-20,24.9,29.6,20.0,0.0
2010-03-21,24.1,27.4,22.1,0.7
2010-03-22,24.0,28.3,20.6,0.0
2010-03-23,25.1,30.1,19.3,0.0
2010-03-24,26.0,30.1,22.4,0.9
2010-03-25,20.8,23.8,17.1,1.5
2010-03-26,19.5,22.4,17.1,0.5
2010-03-27,20.4,23.9,17.6,0.0
2010-03-28,20.8,24.5,17.7,0.0
2010-03-29,21.6,25.1,19.2,0.0
2010-03-30,21.6,24.6,19.0,0.3
2010-03-31,22.5,26.5,19.8,0.0
2010-04-01,24.2,29.3,18.9,0.0
2010-04-02,23.4,27.7,19.7,0.1
2010-04-03,22.1,26.4,19.3,0.3
2010-04-04,23.1,27.1,19.8,0.0
2010-04-05,24.2,28.7,20.1,1.8
2010-04-06,24.5,29.0,21.8,2.4
2010-04-07,22.9,25.9,20.4,0.0
2010-04-08,21.2,25.2,19.4,8.3
2010-04-09,21.9,26.4,18.8,2.1
2010-04-10,23.5,28.8,19.1,0.0
2010-04-11,25.9,30.8,21.2,0.0
2010-04-12,26.5,30.6,23.1,0.0
2010-04-13,25.7,30.0,22.3,0.0
2010-04-14,23.9,28.3,20.9,0.2
2010-04-15,21.1,24.2,17.9,5.2
2010-04-16,20.6,23.8,17.9,3.7
2010-04-17,22.3,26.5,19.9,4.2
2010-04-18,23.3,27.3,20.9,4.6
2010-04-19,25.5,30.4,20.9,0.3
2010-04-20,26.2,29.6,23.3,0.1
2010-04-21,26.9,30.7,22.9,0.0
2010-04-22,27.1,30.6,24.2,0.0
2010-04-23,22.3,24.5,19.7,15.6
2010-04-24,22.0,23.5,20.5,1.7
2010-04-25,22.6,25.5,20.1,0.1
2010-04-26,23.5,27.6,20.6,0.1
2010-04-27,23.3,25.1,21.6,4.4
2010-04-28,23.3,24.8,22.3,12.7
2010-04-29,24.3,27.1,22.1,9.3
2010-04-30,22.2,25.3,19.2,28.1
2010-05-01,23.6,26.3,20.6,0.0
2010-05-02,24.2,27.1,20.4,0.0
2010-05-03,24.5,27.6,21.0,0.2
2010-05-04,24.5,27.9,21.1,0.0
2010-05-05,26.4,30.5,21.9,0.8
2010-05-06,27.0,30.0,24.2,0.0
2010-05-07,26.9,29.5,25.2,0.3
2010-05-08,26.9,30.0,24.0,3.3
2010-05-09,27.4,29.9,25.4,2.1
2010-05-10,26.4,29.8,24.1,24.7
2010-05-11,25.4,27.9,23.7,7.4
2010-05-12,25.4,28.0,23.4,5.5
2010-05-13,25.9,28.9,23.7,2.5
2010-05-14,25.8,28.9,23.6,4.8
2010-05-15,25.6,29.1,22.9,0.0
2010-05-16,25.9,29.3,23.2,0.0
2010-05-17,26.6,30.1,23.7,0.0
2010-05-18,27.2,30.5,24.0,0.0
2010-05-19,26.8,30.2,23.5,0.0
2010-05-20,26.9,30.4,23.7,0.0
2010-05-21,27.6,30.9,23.7,0.3
2010-05-22,28.5,31.5,26.0,0.1
2010-05-23,26.6,28.3,25.2,80.4
2010-05-24,26.5,29.3,24.5,10.3
2010-05-25,26.7,29.7,24.8,5.3
2010-05-26,27.3,30.4,25.5,4.0
2010-05-27,27.4,30.1,25.3,2.2
2010-05-28,26.2,27.9,25.4,40.2
2010-05-29,25.9,27.8,24.6,47.4
2010-05-30,25.5,26.7,24.6,49.2
2010-05-31,25.6,28.5,23.5,2.6
2010-06-01,25.8,28.4,23.5,2.0
2010-06-02,25.0,27.3,22.9,6.9
2010-06-03,23.9,24.9,22.7,31.5
2010-06-04,25.5,28.3,23.6,0.2
2010-06-05,25.3,28.4,23.2,1.3
2010-06-06,25.7,28.5,23.5,0.0
2010-06-07,25.7,28.4,23.3,0.0
2010-06-08,26.1,28.3,24.3,1.8
2010-06-09,27.0,30.2,24.1,0.0
2010-06-10,26.5,28.7,25.1,63.8
2010-06-11,25.5,26.8,24.7,45.8
2010-06-12,26.2,28.7,24.4,37.7
2010-06-13,25.4,26.6,24.7,23.4
2010-06-14,25.9,28.1,24.7,24.2
2010-06-15,26.9,29.9,25.3,6.0
2010-06-16,27.7,30.6,26.0,8.6
2010-06-17,28.2,30.4,26.2,1.0
2010-06-18,28.6,30.9,26.5,0.0
2010-06-19,28.6,30.8,26.6,0.0
2010-06-20,28.6,30.9,26.6,0.8
2010-06-21,27.9,30.8,26.4,10.7
2010-06-22,27.5,30.1,25.5,15.8
2010-06-23,27.2,29.6,25.6,20.1
2010-06-24,26.8,28.7,25.7,14.9
2010-06-25,26.2,27.1,25.4,20.5
2010-06-26,27.2,29.5,25.8,18.9
2010-06-27,27.8,30.4,26.2,3.0
2010-06-28,28.0,31.0,26.3,9.1
2010-06-29,28.4,31.0,26.0,1.0
2010-06-30,28.6,31.4,26.2,2.8
2010-07-01,28.6,31.1,26.7,0.9
2010-07-02,28.5,30.9,26.7,1.1
2010-07-03,28.7,31.0,26.4,0.7
2010-07-04,28.4,30.4,26.5,3.0
2010-07-05,28.5,30.7,26.2,1.1
2010-07-06,28.6,30.8,26.5,5.1
2010-07-07,28.6,30.9,26.6,1.9
2010-07-08,28.5,31.0,26.2,0.4
2010-07-09,28.7,31.0,26.7,2.2
2010-07-10,28.2,30.4,26.3,4.2
2010-07-11,28.6,30.8,26.7,0.5
2010-07-12,28.8,30.6,27.3,3.1
2010-07-13,28.9,31.7,27.2,1.0
2010-07-14,28.5,31.5,26.6,3.7
2010-07-15,28.6,32.1,26.1,2.8
2010-07-16,28.0,31.5,25.6,5.5
2010-07-17,28.0,31.1,26.0,2.1
2010-07-18,28.0,31.0,25.7,4.1
2010-07-19,28.3,31.2,25.7,0.3
2010-07-20,29.0,32.1,26.1,0.7
2010-07-21,28.0,31.5,26.3,19.3
2010-07-22,27.4,30.1,25.6,15.2
2010-07-23,27.2,30.0,25.4,7.2
2010-07-24,27.0,29.4,25.6,31.1
2010-07-25,27.8,30.1,26.3,2.3
2010-07-26,26.5,28.5,25.4,60.9
2010-07-27,25.5,26.3,24.8,116.4
2010-07-28,25.3,26.3,24.6,55.0
2010-07-29,25.4,27.2,24.3,31.0
2010-07-30,26.2,27.7,25.0,24.0
2010-07-31,27.9,30.3,25.6,0.2
2010-08-01,28.4,31.5,25.2,0.4
2010-08-02,28.5,30.8,26.2,0.7
2010-08-03,28.3,30.5,25.7,0.0
2010-08-04,28.5,31.3,25.3,0.0
2010-08-05,28.3,30.9,26.0,7.2
2010-08-06,28.1,30.6,25.8,1.7
2010-08-07,28.2,30.9,26.7,11.8
2010-08-08,28.0,30.9,26.3,3.2
2010-08-09,28.2,30.6,26.4,9.7
2010-08-10,27.9,30.3,26.3,6.9
2010-08-11,28.3,30.4,26.1,10.4
2010-08-12,28.2,30.3,26.5,2.6
2010-08-13,28.5,30.9,26.5,0.9
2010-08-14,28.8,31.4,26.8,0.1
2010-08-15,28.1,30.6,26.3,4.0
2010-08-16,27.8,30.1,26.1,4.2
2010-08-17,28.2,30.9,25.9,0.0
2010-08-18,28.1,31.1,26.0,0.4
2010-08-19,28.0,30.1,25.9,0.7
2010-08-20,28.3,31.2,25.9,0.0
2010-08-21,28.4,30.9,26.2,0.2
2010-08-22,27.7,29.7,26.0,6.5
2010-08-23,27.3,30.3,25.5,4.8
2010-08-24,26.5,29.0,25.2,15.4
2010-08-25,26.9,30.0,24.7,12.6
2010-08-26,27.4,30.0,24.7,2.7
2010-08-27,27.4,30.1,24.9,0.6
2010-08-28,27.4,30.2,25.3,5.8
2010-08-29,26.9,29.7,25.6,14.9
2010-08-30,27.0,29.8,25.1,23.4
2010-08-31,27.5,30.2,25.1,0.4
2010-09-01,26.7,27.3,26.1,36.8
2010-09-02,26.9,29.1,25.7,8.2
2010-09-03,27.2,29.9,24.4,2.5
2010-09-04,27.0,29.3,24.8,1.5
2010-09-05,27.0,29.6,25.3,7.5
2010-09-06,26.5,29.0,25.1,11.8
2010-09-07,26.9,28.6,25.3,4.1
2010-09-08,28.0,30.9,25.6,3.4
2010-09-09,25.9,27.0,25.1,60.7
2010-09-10,26.4,27.9,25.3,17.4
2010-09-11,27.5,30.3,25.8,0.2
2010-09-12,27.4,30.6,25.0,0.6
2010-09-13,27.4,30.0,25.3,1.5
2010-09-14,27.1,29.5,25.1,2.6
2010-09-15,27.4,30.1,24.6,0.3
2010-09-16,27.3,29.9,24.5,0.4
2010-09-17,27.2,30.1,25.0,1.1
2010-09-18,26.9,29.3,24.3,0.0
2010-09-19,26.5,26.8,26.1,267.5
2010-09-20,26.1,27.2,24.8,67.5
2010-09-21,27.5,30.7,25.0,2.2
2010-09-22,27.2,30.5,24.4,2.0
2010-09-23,27.0,30.1,24.7,1.3
2010-09-24,26.6,28.9,24.5,8.7
2010-09-25,26.5,29.1,24.8,4.8
2010-09-26,27.0,29.1,25.3,4.4
2010-09-27,27.5,29.7,25.6,0.3
2010-09-28,27.0,29.5,25.3,4.3
2010-09-29,27.2,29.9,25.4,4.3
2010-09-30,27.3,29.9,24.6,0.9
2010-10-01,27.3,30.0,24.8,0.0
2010-10-02,27.3,29.9,24.8,0.6
2010-10-03,26.8,29.5,24.6,3.0
2010-10-04,26.3,29.2,24.6,2.7
2010-10-05,25.9,28.0,24.3,0.8
2010-10-06,26.0,27.7,24.2,1.8
2010-10-07,26.0,28.8,23.9,2.4
2010-10-08,25.8,27.7,24.5,6.7
2010-10-09,26.1,28.6,24.0,0.2
2010-10-10,26.7,29.4,24.4,0.5
2010-10-11,26.9,29.6,24.7,0.3
2010-10-12,27.1,29.9,25.0,0.5
2010-10-13,27.2,29.8,24.6,0.6
2010-10-14,27.1,30.0,24.9,0.7
2010-10-15,26.3,28.8,24.6,2.8
2010-10-16,26.4,29.4,23.9,0.3
2010-10-17,26.8,29.5,24.9,2.5
2010-10-18,26.8,29.8,24.1,0.0
2010-10-19,26.4,28.3,24.9,0.6
2010-10-20,26.4,28.9,24.6,0.2
2010-10-21,26.5,29.4,24.5,0.1
2010-10-22,25.4,27.3,23.9,15.8
2010-10-23,25.2,26.5,24.6,11.9
2010-10-24,25.8,28.4,24.0,1.2
2010-10-25,25.4,28.3,22.3,0.1
2010-10-26,23.8,26.3,21.6,0.0
2010-10-27,21.2,23.3,19.5,0.0
2010-10-28,20.3,22.9,19.1,0.0
2010-10-29,20.7,23.7,18.7,0.0
2010-10-30,21.1,24.1,19.6,0.0
2010-10-31,21.6,24.9,19.4,0.0
2010-11-01,21.7,25.1,18.6,0.0
2010-11-02,22.4,24.9,20.2,1.3
2010-11-03,22.8,25.3,21.0,0.4
2010-11-04,22.3,23.6,21.2,5.7
2010-11-05,23.4,25.9,21.6,5.4
2010-11-06,23.0,24.9,21.7,1.2
2010-11-07,23.9,26.5,22.3,0.8
2010-11-08,23.6,26.2,21.8,0.6
2010-11-09,22.1,24.3,20.5,0.4
2010-11-10,21.3,23.4,19.7,0.1
2010-11-11,21.6,24.7,19.0,0.0
2010-11-12,21.9,24.7,19.3,0.3
2010-11-13,21.5,22.4,21.0,29.5
2010-11-14,22.9,25.0,21.3,0.3
2010-11-15,23.2,25.8,21.9,7.2
2010-11-16,22.0,23.9,20.8,12.6
2010-11-17,22.2,25.3,20.4,0.2
2010-11-18,22.3,25.1,20.2,0.0
2010-11-19,22.0,25.5,20.1,0.0
2010-11-20,21.9,25.2,19.4,0.0
2010-11-21,22.2,25.4,19.9,0.0
2010-11-22,21.9,25.2,20.2,0.0
2010-11-23,21.3,24.3,19.3,0.0
2010-11-24,21.1,24.4,18.6,0.0
2010-11-25,20.4,23.2,18.7,0.0
2010-11-26,20.5,23.5,17.7,0.0
2010-11-27,20.7,23.0,18.3,0.3
2010-11-28,20.6,23.3,18.4,0.0
2010-11-29,20.7,24.2,18.3,0.0
2010-11-30,20.8,24.6,18.3,0.0
2010-12-01,21.5,24.6,19.1,0.0
2010-12-02,21.7,23.8,20.3,0.9
2010-12-03,21.7,24.8,19.5,1.1
2010-12-04,21.7,24.0,20.2,3.1
2010-12-05,22.1,25.5,20.0,0.0
2010-12-06,21.8,25.9,19.1,0.0
2010-12-07,18.6,20.5,16.3,0.0
2010-12-08,16.6,19.6,14.5,0.0
2010-12-09,17.1,20.9,13.9,0.0
2010-12-10,17.7,21.7,13.5,0.0
2010-12-11,19.7,22.8,17.5,0.0
2010-12-12,20.4,24.2,17.1,0.0
2010-12-13,22.0,26.5,18.1,0.0
2010-12-14,22.4,24.9,21.1,0.0
2010-12-15,21.2,23.0,19.0,2.2
2010-12-16,14.1,18.2,12.5,15.9
2010-12-17,13.8,16.9,11.8,0.2
2010-12-18,15.9,19.4,12.4,0.0
2010-12-19,18.9,23.0,16.2,0.0
2010-12-20,18.7,23.7,15.5,0.0
2010-12-21,19.0,23.1,16.6,0.0
2010-12-22,19.6,23.0,17.3,0.0
2010-12-23,19.5,23.0,16.3,0.0
2010-12-24,19.7,23.1,17.1,0.0
2010-12-25,18.7,22.1,16.3,0.0
2010-12-26,15.2,16.9,13.7,1.1
2010-12-27,15.5,19.6,12.8,0.0
2010-12-28,16.5,21.3,11.9,0.0
2010-12-29,17.5,22.6,12.9,0.0
2010-12-30,17.9,22.2,15.4,0.0
2010-12-31,16.3,19.6,14.3,0.0
2011-01-01,15.7,19.0,13.4,0.0
2011-01-02,16.2,19.6,13.6,0.0
2011-01-03,16.8,19.4,15.1,0.0
2011-01-04,16.7,19.6,14.5,0.0
2011-01-05,18.4,22.0,15.4,0.3
2011-01-06,16.9,18.3,14.8,5.5
2011-01-07,14.7,15.7,13.6,3.4
2011-01-08,17.2,20.9,14.9,0.0
2011-01-09,17.9,20.7,15.8,0.3
2011-01-10,16.4,18.6,15.2,1.0
2011-01-11,15.1,17.3,13.2,4.5
2011-01-12,13.5,14.2,12.6,12.5
2011-01-13,16.5,18.9,14.1,2.1
2011-01-14,18.5,22.5,16.0,0.0
2011-01-15,16.2,18.3,12.7,0.0
2011-01-16,13.5,16.1,11.7,0.0
2011-01-17,15.0,17.5,13.0,0.0
2011-01-18,16.3,20.3,13.4,0.1
2011-01-19,17.7,21.0,15.3,0.0
2011-01-20,17.8,20.1,16.3,0.3
2011-01-21,16.7,18.7,15.3,3.0
2011-01-22,16.7,20.0,14.7,0.4
2011-01-23,17.1,20.8,15.1,0.0
2011-01-24,16.4,19.8,14.1,0.0
2011-01-25,16.7,20.2,14.2,0.0
2011-01-26,17.5,21.3,15.1,0.0
2011-01-27,17.9,22.3,15.2,0.0
2011-01-28,17.5,21.0,15.5,0.0
2011-01-29,14.4,15.2,13.0,6.0
2011-01-30,14.6,18.0,12.9,1.2
2011-01-31,15.1,18.1,13.1,0.2
2011-02-01,16.2,19.5,13.7,0.0
2011-02-02,16.6,20.6,14.1,0.0
2011-02-03,17.4,21.9,14.0,0.0
2011-02-04,18.0,22.8,14.5,0.0
2011-02-05,18.7,23.7,14.7,0.0
2011-02-06,18.3,23.5,14.4,0.0
2011-02-07,18.9,23.0,14.4,0.0
2011-02-08,20.1,24.3,17.2,0.0
2011-02-09,19.8,25.0,15.5,0.0
2011-02-10,20.2,24.4,17.9,0.0
2011-02-11,17.8,22.0,14.4,2.3
2011-02-12,16.7,18.8,14.4,2.4
2011-02-13,17.8,21.4,15.1,0.6
2011-02-14,15.2,17.0,14.0,6.9
2011-02-15,16.0,18.8,13.9,3.6
2011-02-16,18.1,21.5,15.0,1.5
2011-02-17,19.6,24.3,15.8,0.5
2011-02-18,19.1,23.1,16.9,0.0
2011-02-19,18.3,20.8,16.7,0.0
2011-02-20,17.7,20.8,16.1,3.6
2011-02-21,17.5,20.9,15.5,0.7
2011-02-22,18.3,22.2,15.4,0.0
2011-02-23,19.0,22.6,16.1,0.0
2011-02-24,19.7,23.3,16.3,0.0
2011-02-25,20.5,24.3,17.8,0.1
2011-02-26,20.6,24.2,18.2,0.4
2011-02-27,20.5,24.0,18.2,0.0
2011-02-28,21.4,26.2,17.3,0.0
2011-03-01,20.4,24.9,17.4,0.0
2011-03-02,18.5,22.0,16.6,1.3
2011-03-03,18.2,21.8,15.8,1.2
2011-03-04,17.6,20.9,14.9,0.3
2011-03-05,19.1,21.9,16.8,0.0
2011-03-06,20.5,24.4,17.1,1.4
2011-03-07,18.7,20.7,16.0,5.3
2011-03-08,17.6,19.8,15.9,0.2
2011-03-09,18.8,21.5,16.8,0.1
2011-03-10,19.3,21.2,17.3,0.7
2011-03-11,19.0,21.9,17.3,1.7
2011-03-12,19.8,23.3,17.4,0.0
2011-03-13,21.3,25.6,17.6,0.0
2011-03-14,22.2,26.3,17.7,0.0
2011-03-15,21.1,25.0,16.5,1.3
2011-03-16,17.1,20.0,15.6,0.3
2011-03-17,18.5,21.2,16.4,0.0
2011-03-18,19.0,21.0,16.8,4.8
2011-03-19,20.7,24.7,18.1,1.8
2011-03-20,23.7,28.5,18.8,0.0
2011-03-21,24.9,28.6,22.4,0.0
2011-03-22,21.3,25.0,17.4,0.4
2011-03-23,18.9,23.0,16.4,1.7
2011-03-24,18.9,22.3,17.0,0.4
2011-03-25,19.0,22.5,16.9,0.2
2011-03-26,18.8,21.2,17.3,0.2
2011-03-27,17.2,18.6,16.1,4.5
2011-03-28,17.6,20.4,16.0,4.8
2011-03-29,19.6,23.3,17.1,0.0
2011-03-30,19.9,22.9,17.4,0.0
2011-03-31,19.7,22.3,18.0,1.4
2011-04-01,20.8,23.3,18.8,0.1
2011-04-02,21.3,24.2,18.2,0.0
2011-04-03,21.8,25.2,18.1,0.0
2011-04-04,20.4,24.1,18.2,0.1
2011-04-05,20.4,23.7,17.8,0.0
2011-04-06,21.1,23.8,18.6,0.1
2011-04-07,22.0,25.6,19.1,0.0
2011-04-08,22.5,26.7,18.4,0.0
2011-04-09,22.8,26.5,19.6,0.0
2011-04-10,22.7,25.8,20.2,0.0
2011-04-11,23.0,26.3,19.6,0.0
2011-04-12,22.7,25.6,20.5,0.5
2011-04-13,22.8,25.9,20.4,0.2
2011-04-14,23.8,27.1,20.0,0.0
2011-04-15,25.1,28.7,22.3,0.0
2011-04-16,25.0,27.9,22.9,0.8
2011-04-17,23.7,27.9,21.2,6.8
2011-04-18,22.5,24.4,21.4,20.3
2011-04-19,23.0,27.0,19.7,0.3
2011-04-20,22.2,25.5,18.7,0.0
2011-04-21,22.5,25.7,19.9,0.0
2011-04-22,22.9,26.3,19.1,0.1
2011-04-23,23.0,26.0,20.8,0.0
2011-04-24,23.5,26.2,20.9,0.0
2011-04-25,22.9,26.3,18.9,0.0
2011-04-26,23.7,26.6,20.6,0.0
2011-04-27,24.3,27.5,21.5,0.0
2011-04-28,24.1,28.0,20.6,0.0
2011-04-29,24.2,26.0,22.6,0.4
2011-04-30,25.4,28.3,22.2,2.3
2011-05-01,26.4,29.6,23.3,0.3
2011-05-02,25.9,28.7,23.1,0.0
2011-05-03,26.0,30.1,22.6,0.0
2011-05-04,25.3,28.9,22.4,0.0
2011-05-05,25.1,29.6,22.6,1.0
2011-05-06,25.8,30.2,22.1,0.0
2011-05-07,26.6,30.3,22.9,0.0
2011-05-08,27.1,30.6,24.2,0.7
2011-05-09,27.7,31.4,24.0,0.0
2011-05-10,27.4,30.8,24.6,0.0
2011-05-11,27.5,30.6,24.3,0.2
2011-05-12,27.4,30.6,24.7,18.8
2011-05-13,26.7,29.8,24.9,33.2
2011-05-14,26.0,28.1,24.7,4.7
2011-05-15,26.1,29.1,24.4,3.8
2011-05-16,25.7,29.2,23.4,6.1
2011-05-17,23.3,23.9,22.8,18.9
2011-05-18,24.7,26.4,23.0,2.5
2011-05-19,24.7,27.1,23.1,15.8
2011-05-20,24.6,26.1,23.8,21.4
2011-05-21,24.5,27.5,22.7,15.0
2011-05-22,25.6,28.1,23.9,15.4
2011-05-23,25.3,27.4,24.4,31.3
2011-05-24,25.7,28.5,23.9,18.3
2011-05-25,26.0,28.5,24.0,2.3
2011-05-26,26.6,29.1,24.5,1.8
2011-05-27,26.3,29.5,24.2,1.4
2011-05-28,24.6,26.6,23.0,0.0
2011-05-29,24.7,28.0,22.1,0.0
2011-05-30,25.0,27.9,22.2,0.0
2011-05-31,25.2,27.2,23.5,14.4
2011-06-01,25.5,26.3,24.2,22.3
2011-06-02,26.9,28.8,25.3,1.7
2011-06-03,26.7,29.0,24.8,1.3
2011-06-04,27.2,30.2,24.3,0.0
2011-06-05,28.1,31.0,25.4,0.0
2011-06-06,28.1,30.6,25.9,0.0
2011-06-07,28.4,31.0,26.0,0.0
2011-06-08,28.1,30.5,25.1,0.5
2011-06-09,29.2,32.4,26.3,0.0
2011-06-10,29.0,31.6,27.1,0.0
2011-06-11,28.0,30.7,26.1,1.1
2011-06-12,28.0,30.4,25.9,0.4
2011-06-13,28.7,31.3,26.4,0.3
2011-06-14,29.0,31.5,26.5,0.0
2011-06-15,29.0,31.7,26.7,0.3
2011-06-16,29.4,32.6,27.1,0.0
2011-06-17,29.8,33.1,27.2,0.0
2011-06-18,29.6,33.4,26.1,0.0
2011-06-19,29.2,32.7,26.7,0.6
2011-06-20,29.2,32.3,26.8,0.6
2011-06-21,28.5,30.8,26.6,5.6
2011-06-22,29.0,31.5,26.9,3.9
2011-06-23,28.6,31.4,25.6,0.4
2011-06-24,28.9,31.4,26.4,0.0
2011-06-25,26.5,27.8,25.7,38.8
2011-06-26,26.8,28.7,25.3,11.9
2011-06-27,26.4,28.3,25.3,36.7
2011-06-28,25.1,25.7,24.8,74.9
2011-06-29,26.8,29.3,24.9,8.7
2011-06-30,27.7,30.8,24.5,0.0
2011-07-01,27.1,30.2,24.6,2.5
2011-07-02,28.0,30.2,26.0,0.8
2011-07-03,28.2,30.5,25.8,1.4
2011-07-04,28.6,31.1,26.7,0.0
2011-07-05,28.3,31.0,25.9,0.0
2011-07-06,28.3,30.7,26.1,0.0
2011-07-07,27.6,29.9,25.3,0.4
2011-07-08,27.8,30.8,25.0,0.0
2011-07-09,28.1,30.5,25.5,0.5
2011-07-10,26.8,28.9,25.4,12.2
2011-07-11,26.9,29.3,25.5,3.3
2011-07-12,26.8,29.4,25.5,7.1
2011-07-13,26.2,28.4,25.1,4.9
2011-07-14,25.8,27.1,25.0,9.0
2011-07-15,25.4,26.9,24.7,35.6
2011-07-16,26.4,28.0,25.4,14.8
2011-07-17,25.9,28.0,24.8,22.9
2011-07-18,26.1,27.7,24.8,44.3
2011-07-19,26.6,28.4,25.7,101.3
2011-07-20,26.7,29.5,25.3,27.6
2011-07-21,27.2,29.9,25.4,4.1
2011-07-22,27.8,30.6,25.2,0.9
2011-07-23,28.1,30.4,25.4,0.2
2011-07-24,28.0,30.4,25.6,0.0
2011-07-25,27.7,30.0,25.8,2.2
2011-07-26,27.8,29.8,25.9,0.0
2011-07-27,28.1,31.1,25.1,0.0
2011-07-28,28.1,30.6,25.3,3.3
2011-07-29,27.6,30.2,25.8,13.1
2011-07-30,27.2,30.0,25.3,6.5
2011-07-31,27.5,30.2,24.8,3.1
2011-08-01,27.7,30.4,25.5,2.1
2011-08-02,28.0,30.6,25.5,0.6
2011-08-03,27.9,30.6,25.6,0.4
2011-08-04,28.1,31.2,25.4,0.0
2011-08-05,28.4,30.7,26.7,0.5
2011-08-06,28.4,31.0,26.7,5.4
2011-08-07,27.9,30.5,25.8,3.9
2011-08-08,27.7,30.2,26.1,4.6
2011-08-09,27.5,29.2,26.2,2.3
2011-08-10,27.9,30.2,26.0,1.4
2011-08-11,27.8,30.7,25.6,1.4
2011-08-12,28.1,30.7,26.1,1.3
2011-08-13,28.8,31.5,26.4,0.0
2011-08-14,29.2,32.1,26.7,0.0
2011-08-15,29.1,32.1,26.6,0.0
2011-08-16,28.9,31.7,26.7,0.0
2011-08-17,29.0,31.8,25.8,0.0
2011-08-18,28.7,31.4,26.1,0.6
2011-08-19,28.5,31.4,25.6,0.4
2011-08-20,28.7,31.4,26.5,0.6
2011-08-21,28.6,30.7,26.0,0.4
2011-08-22,28.0,30.9,25.6,2.0
2011-08-23,28.2,30.8,25.1,0.2
2011-08-24,28.1,30.8,25.9,0.9
2011-08-25,28.2,31.1,25.3,0.9
2011-08-26,28.6,32.0,24.8,0.0
2011-08-27,29.1,31.7,26.1,1.8
2011-08-28,28.3,29.5,27.0,8.4
2011-08-29,26.7,27.8,26.1,234.3
2011-08-30,26.0,26.7,25.1,103.5
